cluster_labels	anomaly_score
regular	0.0557311576104329
regular	0.06762281588959146
regular	0.07461520832056268
regular	0.0885970926495766
regular	0.0896693300977881
regular	0.06306892673915854
regular	0.048033762610104114
regular	0.043996182920615245
regular	0.032286289036183635
regular	0.0915147541718418
regular	0.06852768388235325
regular	0.07419182533524882
regular	0.07761323205392723
regular	0.04840518952174366
regular	0.027376305624487562
anomalies	-0.015119934381182476
regular	0.010881237443612801
regular	0.04629071410104957
regular	0.05910406215737107
regular	0.08360271991747681
regular	0.08272792253950689
regular	0.0639098475222904
regular	0.0877727661403605
regular	0.08485213199159858
regular	0.06485610316467216
regular	0.09777035221726993
regular	0.08632488052930071
regular	0.07104503304441312
regular	0.08893561623459179
regular	0.09065691604937776
regular	0.07514948745480621
regular	0.0763643325814638
regular	0.06547291887253454
regular	0.0781577001436709
regular	0.07482782899953977
regular	0.0938216569036418
regular	0.02592477633527618
regular	0.04666652282285183
regular	0.04629080984597245
regular	0.03988961879741859
regular	0.07677677579153847
regular	0.10341089173270673
regular	0.06462548034232679
regular	0.05777627110587763
regular	0.0846302989823966
regular	0.037528890564879624
regular	0.02677886557177339
regular	0.051331684700195834
regular	0.032130279547376794
regular	0.04192413748540047
regular	0.03853293646654282
regular	0.03436832928077671
regular	0.04600285553741801
regular	0.04015864322745605
regular	0.07225223392067892
regular	0.09113054162416884
regular	0.08739799824253969
regular	0.08451969287442596
regular	0.07165046081180249
regular	0.0685937677873788
regular	0.06853495471855414
regular	0.08074745329652538
regular	0.08204775415397159
regular	0.07256305616658487
regular	0.07878915884221965
regular	0.07158693209137329
regular	0.06883486199831679
regular	0.0837053479364328
regular	0.06169806259779881
regular	0.051118732594191696
regular	0.08144443604433493
regular	0.08324034215551113
regular	0.07955888925417226
regular	0.08491550562670519
regular	0.07286587548277773
regular	0.07170728373110163
regular	0.06965976578673427
regular	0.07592845615766142
regular	0.07166280295780819
regular	0.06702829673413829
regular	0.07390690127040989
regular	0.07612689535543843
regular	0.0692481896501072
regular	0.07275414181540468
regular	0.06436356677868288
regular	0.06139318152469997
regular	0.052155173988281456
regular	0.033689857115442645
regular	0.05911639153262155
regular	0.06716455242029451
regular	0.05912615708210439
regular	0.043656411343595214
regular	0.0002019840720734467
anomalies	-0.019786644105237894
regular	0.004984705814353063
anomalies	-0.010545182819214682
anomalies	-0.03940060268515794
regular	0.010235506239925363
anomalies	-0.023685398156705062
regular	0.007046237447077663
regular	0.07390456359766617
regular	0.08406300481487189
regular	0.08531057634657913
regular	0.08577242387382339
regular	0.06430012984020073
regular	0.08418913095901359
regular	0.0723599496676714
regular	0.07774800263689358
regular	0.06528009945406799
regular	0.07912531083162866
regular	0.06327576278236718
regular	0.05301715700383952
regular	0.07783701181656594
regular	0.07998925472474466
regular	0.08525452396738536
regular	0.09903078319131081
regular	0.07195156233900141
regular	0.09587739781832239
regular	0.08184690019854135
regular	0.05965411512797475
regular	0.059777317531662766
regular	0.048218091860780354
regular	0.06422739570233055
regular	0.07287149164343598
regular	0.07189964181280967
regular	0.047449041621558496
regular	0.06084432929205286
regular	0.04440621312865917
regular	0.08360498963184965
regular	0.04699423104736533
regular	0.043056272058209666
regular	0.04716381740717834
regular	0.04864087295684982
regular	0.03242811821011099
regular	0.07888623465011346
regular	0.05988799840397002
regular	0.07010660850280381
regular	0.07935091428395796
regular	0.06743265457673397
regular	0.08061324779224677
regular	0.0831967119719812
regular	0.07368672885032962
regular	0.07693392539883676
regular	0.05332495005585197
regular	0.044859593241982576
regular	0.06978740839261371
regular	0.034764051771062676
regular	0.0771577468314667
regular	0.09274345490721309
regular	0.07133355936050345
regular	0.061060062965988315
regular	0.052255262070500796
regular	0.03361496524405011
regular	0.04680022346432822
regular	0.060150401323844416
regular	0.04917636386423074
regular	0.055554118925217666
regular	0.06451750566878278
regular	0.07151247093813456
regular	0.0741548613524402
regular	0.0592136332961149
anomalies	-0.004293416079990953
regular	0.023616870212715524
regular	0.02052909653710322
anomalies	-0.0011775470540708044
anomalies	-0.005435287596508798
regular	0.032533355087151106
anomalies	-0.009634508561541799
regular	0.08063852818922024
regular	0.06985583909044635
regular	0.0708354535848591
regular	0.08128160396487649
regular	0.083801528210455
regular	0.06297530863257117
regular	0.06518264480753427
regular	0.054284220621028
regular	0.052059930282799594
regular	0.08893402374883508
regular	0.08497918373887442
regular	0.08391759241309482
regular	0.07932459692912558
regular	0.0821347757737888
regular	0.06639533229960409
regular	0.07402502860139082
regular	0.07590896816998421
regular	0.05394514711883075
regular	0.0578446791861526
regular	0.05707579471318169
regular	0.06304226529498091
regular	0.06217474388327787
regular	0.06481783356066873
regular	0.05996350198612449
regular	0.06332594554064047
regular	0.058343871235061684
regular	0.04862470690783394
regular	0.06426650553927649
regular	0.06758761739360042
regular	0.05937504520140802
regular	0.07759222834278723
regular	0.06843792902546114
regular	0.08855110258076587
regular	0.09456793873267932
regular	0.07526796767387661
regular	0.07958023413959225
regular	0.0853113181127535
regular	0.0660134555445761
regular	0.07481933016597864
regular	0.07786981140962979
regular	0.07751705667812053
regular	0.0744761684148344
regular	0.06600733050565177
regular	0.0648984789277271
regular	0.06667865492406627
regular	0.058361529626318465
regular	0.04389972506186568
regular	0.04846892352696597
regular	0.037767864314751154
regular	0.05393517796495273
regular	0.044194943426886235
regular	0.05328392011772043
regular	0.07367522668614812
regular	0.06882010476486977
regular	0.08222210173013539
regular	0.06652151839270581
regular	0.07745405463620336
regular	0.05274440680676251
regular	0.07329569110551354
regular	0.07060275544067501
regular	0.07749288120834408
regular	0.060457658685745874
regular	0.07222121476930138
regular	0.05921913893865455
regular	0.0067257549659082705
regular	0.019114143989109933
regular	0.020950389156549176
regular	0.02560746954497839
regular	0.032807538590608865
anomalies	-0.016272290633691344
anomalies	-0.0003751132767078058
regular	0.03038980872841829
regular	0.02250427899208296
anomalies	-0.013303265086693605
anomalies	-0.024127192911125195
anomalies	-0.020006321408436
regular	0.07453685461059861
regular	0.07453685461059861
regular	0.05808696081538345
regular	0.04923498156202649
regular	0.06409218034827097
regular	0.06883717034555897
regular	0.08612720904140297
regular	0.07144750434885033
regular	0.06405377970960024
regular	0.06806103297316846
regular	0.08503994388769487
regular	0.08676843556157499
regular	0.09219111663097879
regular	0.08115007227985888
regular	0.07681971125843567
regular	0.06110423834875145
regular	0.03395433993487962
regular	0.04127360370347394
regular	0.03324002568886425
regular	0.024599892652256206
regular	0.06491251987708851
regular	0.072146679414477
regular	0.0731348334885914
regular	0.06608725494152334
regular	0.08173927784835133
regular	0.07952634008912823
regular	0.05667566786533146
regular	0.05866078464725649
regular	0.0772373013220739
regular	0.06879156324335983
regular	0.07267863208035918
regular	0.0675573646589086
regular	0.08629116928752878
regular	0.06368218420996646
regular	0.03872955592904381
regular	0.04483645591185259
regular	0.05274953180899894
regular	0.05978304896106773
regular	0.06056706307470716
regular	0.060925801715485284
regular	0.06056706307470716
regular	0.0610956018893033
regular	0.062271336642761244
regular	0.05628237346574799
regular	0.06536890320735345
regular	0.06381146497810908
regular	0.05345147354340052
regular	0.06634497719380811
regular	0.002491242596925014
anomalies	-0.0027468816081356873
anomalies	-0.006030215499975011
anomalies	-0.017424387064395086
anomalies	-0.019970934307768362
anomalies	-0.03914701226645395
regular	0.018928965977080714
